SALE ID,USER ID,PRODUCT ID,NUTRITIONIST ID,PURCHASE AMOUNT,SALE DATE,ORDER TYPE
S01402,U0067,P012,—,$45.11,2024-07-11,meal_plan
S01403,U0403,P043,—,$45.34,2024-08-25,meal_plan
S01404,U0310,P042,—,$49.45,2024-11-19,supplement
S01405,U0675,P024,—,$19.46,2024-02-29,meal_plan
S01406,U0605,P032,—,$21.83,2024-09-17,ebook
S01407,U0362,P038,—,$20.46,2024-10-20,ebook
S01408,U0214,P045,N004,$128.43,2024-04-02,coaching
S01409,U0989,P042,N014,$78.84,2024-03-05,coaching
S01410,U0448,P005,—,$23.28,2024-10-02,ebook
S01411,U0687,P045,—,$9.39,2024-10-11,ebook
S01412,U0142,P034,—,$38.54,2024-09-22,meal_plan
S01413,U0478,P035,—,$47.55,2024-11-29,meal_plan
S01414,U0027,P049,—,$13.15,2024-12-03,ebook
S01415,U0499,P012,—,$80.17,2024-12-21,supplement
S01416,U0966,P036,—,$17.94,2024-06-09,ebook
S01417,U0379,P009,—,$20.50,2024-11-30,ebook
S01418,U0037,P036,—,$14.14,2024-01-18,ebook
S01419,U0030,P008,—,$19.12,2024-07-05,ebook
S01420,U0385,P011,—,$52.08,2024-12-02,supplement
S01421,U0160,P020,—,$9.92,2024-09-22,ebook
S01422,U0024,P019,—,$67.19,2024-08-15,supplement
S01423,U0758,P032,—,$22.90,2024-09-24,ebook
S01424,U0451,P023,—,$63.80,2024-09-18,supplement
S01425,U0284,P007,—,$22.25,2024-01-23,ebook
S01426,U0904,P013,—,$11.83,2024-04-20,ebook
S01427,U0114,P039,—,$60.33,2024-10-29,supplement
S01428,U0959,P009,N020,$91.20,2024-10-08,coaching
S01429,U0312,P025,—,$22.00,2024-03-24,ebook
S01430,U0894,P006,N009,$116.65,2024-12-21,coaching
S01431,U0601,P014,—,$10.41,2024-05-17,ebook
S01432,U0832,P045,—,$66.32,2024-12-31,supplement
S01433,U0985,P043,N017,$109.49,2024-08-02,coaching
S01434,U0283,P021,—,$58.70,2024-08-10,meal_plan
S01435,U0963,P039,N008,$56.75,2024-03-04,coaching
S01436,U0386,P044,N018,$89.68,2024-06-17,coaching
S01437,U0380,P024,—,$55.37,2024-05-19,meal_plan
S01438,U0337,P015,—,$14.47,2024-02-20,ebook
S01439,U0536,P015,N013,$144.18,2024-03-04,coaching
S01440,U0155,P047,—,$26.51,2024-10-28,ebook
S01441,U0550,P032,—,$22.82,2024-06-27,meal_plan
S01442,U0536,P019,—,$41.06,2024-11-07,meal_plan
S01443,U0765,P004,—,$12.41,2024-07-18,ebook
S01444,U0841,P048,—,$22.56,2024-09-29,ebook
S01445,U0432,P026,N016,$108.23,2024-05-12,coaching
S01446,U0299,P033,—,$23.26,2024-12-02,ebook
S01447,U0259,P025,—,$20.35,2024-05-16,ebook
S01448,U0193,P047,—,$21.78,2024-07-08,ebook
S01449,U0054,P016,—,$46.13,2024-08-02,meal_plan
S01450,U0339,P012,—,$36.56,2024-06-30,meal_plan
S01451,U0268,P033,—,$30.47,2024-08-07,meal_plan
S01452,U0968,P046,N008,$79.52,2024-02-14,coaching
S01453,U0554,P027,—,$74.32,2024-02-16,supplement
S01454,U0343,P005,—,$48.20,2024-02-17,meal_plan
S01455,U0580,P004,—,$10.69,2024-05-26,ebook
S01456,U0140,P032,N001,$145.22,2024-08-05,coaching
S01457,U0437,P047,—,$24.46,2024-09-11,meal_plan
S01458,U0628,P044,N018,$118.79,2024-07-26,coaching
S01459,U0482,P013,—,$27.22,2024-01-04,ebook
S01460,U0398,P045,—,$40.37,2024-06-25,meal_plan
S01461,U0994,P048,—,$22.22,2024-09-27,ebook
S01462,U0886,P003,—,$43.29,2024-03-27,meal_plan
S01463,U0626,P049,—,$39.94,2024-04-25,meal_plan
S01464,U0566,P024,—,$25.79,2024-09-20,ebook
S01465,U0624,P004,N014,$98.55,2024-03-28,coaching
S01466,U0200,P008,N011,$140.40,2024-05-07,coaching
S01467,U0392,P050,—,$53.31,2024-05-28,meal_plan
S01468,U0038,P019,—,$14.30,2024-01-02,ebook
S01469,U0467,P037,—,$34.74,2024-06-05,meal_plan
S01470,U0538,P042,—,$57.99,2024-01-19,supplement
S01471,U0226,P040,—,$79.29,2024-01-30,supplement
S01472,U0966,P040,N015,$81.86,2024-06-30,coaching
S01473,U0913,P023,—,$26.80,2024-04-05,ebook
S01474,U0722,P001,N004,$92.08,2024-04-11,coaching
S01475,U0529,P033,—,$26.97,2024-07-29,ebook
S01476,U0877,P032,—,$9.14,2024-12-02,ebook
S01477,U0132,P031,—,$16.91,2024-06-02,ebook
S01478,U0792,P012,N018,$130.15,2024-02-25,coaching
S01479,U0126,P043,—,$78.72,2024-03-23,supplement
S01480,U0796,P048,—,$17.68,2024-07-02,ebook
S01481,U0272,P046,—,$37.70,2024-04-07,supplement
S01482,U0882,P009,—,$16.89,2024-06-18,ebook
S01483,U0947,P011,—,$67.64,2024-09-02,supplement
S01484,U0150,P018,—,$32.60,2024-09-07,supplement
S01485,U0455,P044,N005,$81.49,2024-07-23,coaching
S01486,U0982,P048,N013,$62.14,2024-02-25,coaching
S01487,U0476,P009,—,$25.22,2024-09-13,meal_plan
S01488,U0869,P044,—,$13.73,2024-12-13,ebook
S01489,U0587,P028,—,$58.06,2024-01-05,meal_plan
S01490,U0372,P019,N010,$97.59,2024-08-07,coaching
S01491,U0281,P010,—,$23.58,2024-04-05,ebook
S01492,U0202,P050,—,$11.30,2024-05-14,ebook
S01493,U0765,P016,—,$67.65,2024-08-07,supplement
S01494,U0382,P046,—,$24.65,2024-02-22,ebook
S01495,U0506,P033,—,$43.44,2024-04-06,meal_plan
S01496,U0485,P038,—,$65.25,2024-03-17,supplement
S01497,U0575,P009,—,$17.03,2024-05-20,ebook
S01498,U0872,P010,—,$52.28,2024-11-11,supplement
S01499,U0982,P004,—,$16.61,2024-09-25,ebook
S01500,U0402,P041,—,$28.60,2024-04-23,ebook
S01501,U0834,P031,—,$10.23,2024-08-06,ebook
S01502,U0767,P020,—,$23.40,2024-07-05,meal_plan
S01503,U0571,P023,—,$23.23,2024-05-06,ebook
S01504,U0959,P004,—,$12.64,2024-01-01,ebook
S01505,U0200,P048,—,$15.43,2024-05-26,ebook
S01506,U0104,P039,N004,$92.09,2024-05-09,coaching
S01507,U0862,P024,—,$46.39,2024-02-27,supplement
S01508,U0430,P001,—,$22.66,2024-03-07,ebook
S01509,U0853,P048,—,$25.20,2024-10-28,ebook
S01510,U0898,P024,N008,$114.02,2024-04-17,coaching
S01511,U0058,P006,N004,$62.05,2024-11-04,coaching
S01512,U0889,P038,—,$28.37,2024-12-01,ebook
S01513,U0441,P013,—,$47.19,2024-02-20,meal_plan
S01514,U0506,P035,—,$21.38,2024-06-03,ebook
S01515,U0628,P049,—,$27.08,2024-03-19,meal_plan
S01516,U0926,P013,—,$17.36,2024-12-30,ebook
S01517,U0019,P049,—,$26.07,2024-10-13,ebook
S01518,U0470,P024,—,$53.70,2024-03-01,supplement
S01519,U0686,P005,—,$55.90,2024-09-25,supplement
S01520,U0722,P033,—,$75.62,2024-03-26,supplement
S01521,U0692,P045,N005,$77.97,2024-10-16,coaching
S01522,U0135,P045,—,$12.80,2024-07-22,ebook
S01523,U0296,P035,N017,$146.15,2024-03-25,coaching
S01524,U0355,P033,N013,$105.25,2024-07-18,coaching
S01525,U0807,P018,N007,$67.41,2024-03-22,coaching
S01526,U0274,P038,N001,$136.92,2024-09-19,coaching
S01527,U0208,P046,N017,$74.88,2024-04-22,coaching
S01528,U0961,P018,—,$20.04,2024-03-28,ebook
S01529,U0008,P035,—,$13.76,2024-01-21,ebook
S01530,U0999,P018,—,$56.09,2024-05-18,meal_plan
S01531,U0675,P004,—,$66.11,2024-05-07,supplement
S01532,U0836,P014,—,$59.21,2024-01-01,supplement
S01533,U0291,P041,—,$43.21,2024-07-07,meal_plan
S01534,U0015,P046,—,$26.68,2024-05-15,ebook
S01535,U0740,P027,—,$54.93,2024-05-30,meal_plan
S01536,U0842,P004,—,$21.52,2024-01-06,ebook
S01537,U0742,P015,—,$48.22,2024-05-23,meal_plan
S01538,U0143,P002,—,$19.75,2024-10-25,ebook
S01539,U0755,P048,—,$22.76,2024-11-30,ebook
S01540,U0771,P041,—,$21.69,2024-10-09,ebook
S01541,U0657,P029,—,$13.41,2024-05-17,ebook
S01542,U0769,P041,—,$25.15,2024-07-21,ebook
S01543,U0852,P015,—,$23.60,2024-08-10,ebook
S01544,U0616,P031,N003,$98.60,2024-08-23,coaching
S01545,U0084,P012,—,$12.78,2024-09-08,ebook
S01546,U0481,P012,—,$66.44,2024-01-11,supplement
S01547,U0072,P012,—,$25.35,2024-12-17,ebook
S01548,U0402,P005,—,$24.74,2024-08-06,meal_plan
S01549,U0401,P042,—,$28.41,2024-02-21,ebook
S01550,U0062,P009,—,$48.07,2024-01-07,meal_plan
S01551,U0344,P025,—,$34.36,2024-02-26,meal_plan
S01552,U0108,P049,—,$52.22,2024-01-23,meal_plan
S01553,U0811,P050,—,$10.67,2024-03-14,ebook
S01554,U0951,P039,—,$25.86,2024-01-05,supplement
S01555,U0068,P007,—,$59.71,2024-06-22,supplement
S01556,U0958,P006,—,$37.95,2024-09-02,supplement
S01557,U0519,P029,—,$51.62,2024-06-06,meal_plan
S01558,U0297,P010,—,$13.88,2024-10-05,ebook
S01559,U0072,P041,—,$40.74,2024-01-11,meal_plan
S01560,U0494,P007,—,$40.79,2024-02-22,meal_plan
S01561,U0796,P027,N005,$49.12,2024-04-24,coaching
S01562,U0703,P028,—,$16.71,2024-06-29,ebook
S01563,U0047,P015,—,$55.87,2024-12-16,meal_plan
S01564,U0068,P046,N004,$98.18,2024-02-26,coaching
S01565,U0398,P019,—,$16.15,2024-11-11,ebook
S01566,U0292,P024,—,$27.47,2024-02-13,ebook
S01567,U0231,P039,—,$34.67,2024-08-07,supplement
S01568,U0276,P039,N006,$116.94,2024-03-17,coaching
S01569,U0806,P044,—,$44.30,2024-05-26,supplement
S01570,U0930,P007,—,$14.42,2024-09-12,ebook
S01571,U0400,P017,—,$51.43,2024-12-30,meal_plan
S01572,U0910,P001,—,$53.47,2024-03-17,meal_plan
S01573,U0319,P010,—,$31.81,2024-07-18,meal_plan
S01574,U0469,P031,N003,$60.32,2024-08-06,coaching
S01575,U0224,P018,—,$34.26,2024-06-14,supplement
S01576,U0642,P012,—,$74.12,2024-06-29,supplement
S01577,U0980,P028,—,$18.63,2024-07-30,ebook
S01578,U0602,P041,—,$32.34,2024-11-30,meal_plan
S01579,U0353,P025,—,$51.79,2024-09-11,supplement
S01580,U0648,P032,N018,$102.62,2024-04-27,coaching
S01581,U0123,P038,N014,$101.69,2024-12-21,coaching
S01582,U0894,P015,—,$47.12,2024-04-30,meal_plan
S01583,U0497,P014,N001,$85.24,2024-08-30,coaching
S01584,U0442,P008,—,$28.81,2024-06-27,supplement
S01585,U0585,P050,N005,$78.47,2024-03-14,coaching
S01586,U0627,P036,—,$57.87,2024-08-03,meal_plan
S01587,U0068,P015,—,$10.12,2024-03-11,ebook
S01588,U0681,P045,—,$23.08,2024-07-12,ebook
S01589,U0241,P045,—,$57.60,2024-07-09,meal_plan
S01590,U0711,P007,—,$22.25,2024-02-07,ebook
S01591,U0828,P039,N006,$52.02,2024-07-06,coaching
S01592,U0806,P016,—,$10.54,2024-10-18,ebook
S01593,U0547,P027,—,$24.99,2024-04-03,meal_plan
S01594,U0517,P009,N017,$118.86,2024-06-02,coaching
S01595,U0143,P047,N011,$93.40,2024-11-26,coaching
S01596,U0778,P019,—,$23.45,2024-01-31,meal_plan
S01597,U0269,P003,—,$63.67,2024-03-29,supplement
S01598,U0490,P001,N013,$132.27,2024-12-14,coaching
S01599,U0279,P030,—,$60.47,2024-05-12,supplement
S01600,U0134,P033,—,$44.59,2024-04-26,supplement
S01601,U0631,P011,N009,$146.31,2024-09-24,coaching
S01602,U0051,P009,N007,$89.04,2024-01-29,coaching
S01603,U0751,P012,—,$25.45,2024-10-13,ebook
S01604,U0315,P005,—,$51.66,2024-08-27,meal_plan
S01605,U0001,P042,N013,$131.73,2024-03-25,coaching
S01606,U0506,P024,—,$21.93,2024-04-09,ebook
S01607,U0044,P007,—,$10.56,2024-11-04,ebook
S01608,U0272,P022,—,$20.12,2024-05-24,meal_plan
S01609,U0703,P007,—,$10.31,2024-11-01,ebook
S01610,U0058,P020,—,$12.75,2024-04-13,ebook
S01611,U0847,P003,—,$28.61,2024-02-13,meal_plan
S01612,U0005,P037,—,$27.87,2024-09-04,supplement
S01613,U0244,P021,—,$10.86,2024-06-07,ebook
S01614,U0743,P023,—,$24.03,2024-07-22,ebook
S01615,U0314,P021,N013,$121.57,2024-03-07,coaching
S01616,U0095,P007,—,$32.25,2024-09-14,meal_plan
S01617,U0356,P050,—,$12.00,2024-10-27,ebook
S01618,U0268,P031,—,$42.45,2024-01-20,meal_plan
S01619,U0850,P010,—,$22.65,2024-02-10,ebook
S01620,U0312,P006,—,$85.98,2024-04-28,supplement
S01621,U0791,P044,—,$66.87,2024-03-23,supplement
S01622,U0897,P033,—,$58.04,2024-11-07,supplement
S01623,U0425,P050,—,$32.66,2024-03-08,meal_plan
S01624,U0913,P024,—,$21.47,2024-08-08,ebook
S01625,U0374,P046,—,$24.48,2024-07-17,ebook
S01626,U0966,P040,—,$21.14,2024-03-19,ebook
S01627,U0084,P032,N004,$129.47,2024-03-14,coaching
S01628,U0686,P020,—,$40.89,2024-02-14,meal_plan
S01629,U0487,P030,N011,$65.97,2024-05-31,coaching
S01630,U0384,P018,—,$20.53,2024-06-29,ebook
S01631,U0636,P012,—,$23.21,2024-08-23,ebook
S01632,U0700,P031,—,$28.57,2024-08-14,ebook
S01633,U0005,P009,—,$56.59,2024-10-18,meal_plan
S01634,U0166,P024,N010,$89.09,2024-11-13,coaching
S01635,U0709,P009,—,$53.21,2024-09-19,supplement
S01636,U0664,P021,—,$33.95,2024-12-15,meal_plan
S01637,U0967,P029,N009,$136.74,2024-12-15,coaching
S01638,U0764,P042,—,$10.14,2024-05-05,ebook
S01639,U0955,P036,—,$19.32,2024-02-23,meal_plan
S01640,U0699,P011,—,$20.40,2024-02-07,ebook
S01641,U0295,P030,—,$22.38,2024-06-27,ebook
S01642,U0101,P042,N018,$139.01,2024-08-26,coaching
S01643,U0785,P012,—,$23.64,2024-07-22,ebook
S01644,U0644,P013,—,$35.06,2024-02-03,meal_plan
S01645,U0046,P039,—,$18.73,2024-12-25,ebook
S01646,U0356,P008,—,$30.14,2024-01-20,meal_plan
S01647,U0960,P031,N005,$113.02,2024-06-12,coaching
S01648,U0493,P039,N013,$55.24,2024-07-04,coaching
S01649,U0425,P031,—,$27.54,2024-04-18,meal_plan
S01650,U0451,P049,—,$68.75,2024-05-18,supplement
S01651,U0207,P012,—,$10.67,2024-02-05,ebook
S01652,U0366,P006,—,$14.97,2024-12-30,ebook
S01653,U0368,P027,N017,$70.41,2024-05-12,coaching
S01654,U0049,P004,—,$10.85,2024-08-07,ebook
S01655,U0770,P049,—,$14.94,2024-04-11,ebook
S01656,U0410,P027,—,$18.63,2024-10-01,ebook
S01657,U0828,P011,—,$57.62,2024-08-11,meal_plan
S01658,U0858,P045,N019,$87.91,2024-01-06,coaching
S01659,U0209,P039,N007,$56.78,2024-12-07,coaching
S01660,U0656,P010,N011,$115.41,2024-06-11,coaching
S01661,U0464,P030,—,$27.68,2024-09-12,ebook
S01662,U0886,P008,—,$75.69,2024-12-11,supplement
S01663,U0212,P034,N001,$147.82,2024-03-05,coaching
S01664,U0676,P041,—,$57.78,2024-02-19,meal_plan
S01665,U0609,P048,—,$28.58,2024-08-03,ebook
S01666,U0292,P050,—,$25.64,2024-07-12,meal_plan
S01667,U0138,P014,—,$28.05,2024-12-13,ebook
S01668,U0652,P001,N012,$130.38,2024-01-09,coaching
S01669,U0741,P020,—,$19.04,2024-03-04,ebook
S01670,U0314,P042,—,$58.96,2024-07-30,meal_plan
S01671,U0645,P023,N018,$91.58,2024-06-20,coaching
S01672,U0392,P012,—,$18.18,2024-07-10,ebook
S01673,U0709,P039,—,$12.25,2024-08-11,ebook
S01674,U0198,P043,N014,$112.41,2024-12-25,coaching
S01675,U0896,P007,—,$58.81,2024-02-23,meal_plan
S01676,U0282,P002,—,$21.33,2024-07-29,ebook
S01677,U0366,P048,—,$24.03,2024-10-05,ebook
S01678,U0055,P029,—,$19.07,2024-01-17,ebook
S01679,U0109,P027,—,$27.47,2024-08-20,meal_plan
S01680,U0510,P008,N007,$134.63,2024-03-04,coaching
S01681,U0266,P030,N014,$139.80,2024-11-26,coaching
S01682,U0843,P048,—,$34.83,2024-07-10,meal_plan
S01683,U0015,P033,—,$30.34,2024-12-03,meal_plan
S01684,U0375,P027,—,$22.47,2024-01-03,ebook
S01685,U0334,P027,—,$27.09,2024-01-14,supplement
S01686,U0019,P024,—,$25.82,2024-09-22,ebook
S01687,U0126,P039,—,$31.70,2024-03-28,meal_plan
S01688,U0407,P028,—,$40.48,2024-07-19,supplement
S01689,U0485,P042,—,$16.87,2024-01-27,ebook
S01690,U0399,P037,—,$36.16,2024-11-21,meal_plan
S01691,U0527,P047,N006,$89.31,2024-06-11,coaching
S01692,U0595,P028,N008,$58.96,2024-03-05,coaching
S01693,U0009,P041,N019,$127.43,2024-11-17,coaching
S01694,U0457,P036,—,$35.18,2024-06-14,supplement
S01695,U0966,P006,—,$9.51,2024-01-06,ebook
S01696,U0515,P038,—,$25.12,2024-11-12,meal_plan
S01697,U0676,P006,—,$41.87,2024-01-13,meal_plan
S01698,U0311,P009,—,$58.34,2024-11-20,meal_plan
S01699,U0777,P023,—,$26.46,2024-11-30,meal_plan
S01700,U0775,P020,—,$37.41,2024-05-05,supplement
S01701,U0518,P025,—,$49.82,2024-12-03,meal_plan
S01702,U0978,P006,—,$27.70,2024-11-17,ebook
S01703,U0127,P038,—,$26.34,2024-02-26,ebook
S01704,U0017,P039,N004,$59.71,2024-05-24,coaching
S01705,U0773,P012,—,$10.86,2024-09-10,ebook
S01706,U0811,P014,—,$34.63,2024-09-08,meal_plan
S01707,U0117,P027,—,$21.94,2024-11-16,meal_plan
S01708,U0263,P044,—,$17.40,2024-06-09,ebook
S01709,U0017,P029,—,$51.34,2024-04-02,meal_plan
S01710,U0290,P012,—,$22.19,2024-11-19,ebook
S01711,U0775,P003,—,$23.69,2024-06-24,meal_plan
S01712,U0514,P031,—,$88.67,2024-11-03,supplement
S01713,U0344,P011,N017,$123.17,2024-03-03,coaching
S01714,U0369,P002,—,$19.72,2024-09-22,ebook
S01715,U0001,P010,N007,$135.69,2024-02-28,coaching
S01716,U0297,P002,—,$45.96,2024-04-22,supplement
S01717,U0647,P045,—,$27.80,2024-05-17,ebook
S01718,U0976,P013,—,$28.06,2024-06-27,ebook
S01719,U0853,P042,—,$30.77,2024-09-10,meal_plan
S01720,U0024,P026,N007,$74.01,2024-04-11,coaching
S01721,U0903,P046,—,$30.24,2024-07-20,meal_plan
S01722,U0786,P050,—,$20.75,2024-03-25,ebook
S01723,U0784,P047,—,$38.51,2024-08-16,meal_plan
S01724,U0451,P048,N009,$130.59,2024-11-14,coaching
S01725,U0394,P025,—,$17.59,2024-10-17,ebook
S01726,U0300,P041,N003,$93.94,2024-01-18,coaching
S01727,U0062,P017,—,$62.56,2024-05-30,supplement
S01728,U0226,P042,—,$57.02,2024-09-28,meal_plan
S01729,U0244,P002,N004,$66.99,2024-06-14,coaching
S01730,U0477,P012,N012,$73.53,2024-04-20,coaching
S01731,U0750,P024,—,$24.80,2024-06-09,meal_plan
S01732,U0465,P021,—,$22.77,2024-06-17,ebook
S01733,U0054,P037,—,$24.90,2024-04-29,ebook
S01734,U0961,P025,N010,$109.18,2024-09-26,coaching
S01735,U0946,P036,—,$14.56,2024-11-07,ebook
S01736,U0789,P043,—,$29.79,2024-11-26,supplement
S01737,U0992,P049,N014,$80.78,2024-06-12,coaching
S01738,U0539,P004,—,$25.05,2024-09-12,ebook
S01739,U0964,P018,—,$17.42,2024-03-04,ebook
S01740,U0071,P039,N011,$108.12,2024-05-01,coaching
S01741,U0364,P019,N001,$113.37,2024-10-21,coaching
S01742,U0223,P030,—,$43.20,2024-07-25,supplement
S01743,U0194,P035,—,$27.36,2024-01-21,ebook
S01744,U0142,P002,—,$10.39,2024-02-18,ebook
S01745,U0625,P027,—,$47.93,2024-05-20,meal_plan
S01746,U0785,P023,—,$17.01,2024-10-11,ebook
S01747,U0577,P032,—,$43.49,2024-07-20,meal_plan
S01748,U0148,P030,—,$18.87,2024-11-24,ebook
S01749,U0815,P008,—,$78.96,2024-11-12,supplement
S01750,U0639,P015,—,$9.96,2024-01-06,ebook
S01751,U0385,P021,—,$26.23,2024-08-11,ebook
S01752,U0671,P006,—,$12.82,2024-07-07,ebook
S01753,U0259,P035,—,$58.58,2024-12-18,meal_plan
S01754,U0341,P017,—,$81.53,2024-01-23,supplement
S01755,U0919,P020,—,$10.50,2024-06-17,ebook
S01756,U0286,P025,—,$29.80,2024-03-28,meal_plan
S01757,U0461,P038,—,$54.48,2024-03-05,supplement
S01758,U0895,P010,—,$24.06,2024-07-30,ebook
S01759,U0704,P043,—,$23.89,2024-09-27,meal_plan
S01760,U0058,P031,—,$22.23,2024-05-23,ebook
S01761,U0148,P047,—,$18.65,2024-02-17,ebook
S01762,U0007,P019,—,$23.23,2024-06-29,ebook
S01763,U0632,P016,N007,$118.50,2024-02-08,coaching
S01764,U0440,P004,—,$38.60,2024-12-09,supplement
S01765,U0135,P025,—,$12.76,2024-02-23,ebook
S01766,U0961,P038,—,$24.23,2024-09-20,ebook
S01767,U0525,P049,—,$85.44,2024-12-28,supplement
S01768,U0241,P010,N017,$59.57,2024-03-07,coaching
S01769,U0494,P024,—,$16.71,2024-08-19,ebook
S01770,U0678,P033,—,$37.99,2024-07-23,supplement
S01771,U0071,P018,—,$17.46,2024-12-17,ebook
S01772,U0271,P037,—,$21.97,2024-03-16,ebook
S01773,U0810,P007,N004,$73.06,2024-08-23,coaching
S01774,U0452,P002,—,$18.52,2024-09-28,ebook
S01775,U0542,P017,N004,$141.69,2024-02-13,coaching
S01776,U0425,P014,N005,$88.69,2024-08-08,coaching
S01777,U0041,P004,N015,$76.26,2024-02-20,coaching
S01778,U0165,P025,—,$23.64,2024-08-04,ebook
S01779,U0438,P013,—,$17.05,2024-10-31,ebook
S01780,U0207,P039,—,$18.87,2024-08-09,ebook
S01781,U0047,P004,—,$21.93,2024-02-26,ebook
S01782,U0850,P004,—,$26.90,2024-10-21,ebook
S01783,U0982,P005,—,$19.64,2024-05-21,ebook
S01784,U0795,P040,—,$22.99,2024-07-26,ebook
S01785,U0862,P007,N008,$122.39,2024-12-20,coaching
S01786,U0241,P014,—,$12.42,2024-04-14,ebook
S01787,U0963,P019,—,$23.12,2024-05-27,ebook
S01788,U0195,P007,—,$26.40,2024-12-24,meal_plan
S01789,U0956,P048,—,$31.21,2024-12-18,meal_plan
S01790,U0996,P021,—,$22.63,2024-03-26,ebook
S01791,U0708,P030,—,$11.84,2024-01-07,ebook
S01792,U0982,P028,—,$32.36,2024-03-31,meal_plan
S01793,U0567,P005,—,$35.93,2024-01-05,supplement
S01794,U0259,P031,N019,$49.10,2024-05-06,coaching
S01795,U0429,P003,N001,$105.73,2024-05-28,coaching
S01796,U0593,P034,—,$39.13,2024-03-16,meal_plan
S01797,U0068,P007,—,$31.18,2024-06-20,meal_plan
S01798,U0625,P048,N012,$147.98,2024-05-11,coaching
S01799,U0982,P017,—,$33.57,2024-01-07,meal_plan
S01800,U0186,P020,—,$47.41,2024-09-22,meal_plan
S01801,U0794,P039,—,$38.37,2024-05-18,meal_plan
S01802,U0911,P047,—,$44.59,2024-03-16,meal_plan
S01803,U0946,P015,—,$67.20,2024-03-13,supplement
S01804,U0963,P002,N008,$106.76,2024-12-22,coaching
S01805,U0518,P024,—,$38.20,2024-02-15,supplement
S01806,U0979,P025,—,$21.77,2024-05-20,ebook
S01807,U0758,P044,—,$59.87,2024-08-18,supplement
S01808,U0161,P034,—,$36.20,2024-12-13,supplement
S01809,U0470,P022,—,$16.82,2024-08-01,ebook
S01810,U0715,P018,—,$44.80,2024-01-22,supplement
S01811,U0245,P045,N011,$132.42,2024-03-03,coaching
S01812,U0642,P030,N019,$145.82,2024-06-26,coaching
S01813,U0664,P001,—,$18.98,2024-12-16,ebook
S01814,U0162,P044,—,$12.00,2024-05-28,ebook
S01815,U0561,P043,—,$25.50,2024-09-06,meal_plan
S01816,U0774,P019,—,$9.31,2024-01-21,ebook
S01817,U0492,P038,—,$11.47,2024-09-07,ebook
S01818,U0012,P028,—,$16.05,2024-01-01,ebook
S01819,U0008,P009,—,$16.00,2024-05-25,ebook
S01820,U0352,P033,—,$45.61,2024-10-14,meal_plan
S01821,U0926,P006,—,$23.26,2024-03-14,ebook
S01822,U0226,P013,—,$52.65,2024-02-11,supplement
S01823,U0637,P003,—,$18.46,2024-06-30,ebook
S01824,U0219,P044,—,$21.74,2024-08-04,ebook
S01825,U0319,P007,N009,$141.02,2024-11-01,coaching
S01826,U0853,P037,—,$17.72,2024-06-14,ebook
S01827,U0730,P009,—,$46.33,2024-04-12,meal_plan
S01828,U0089,P027,—,$20.09,2024-06-03,ebook
S01829,U0420,P020,—,$20.33,2024-11-17,ebook
S01830,U0029,P012,N013,$127.24,2024-08-11,coaching
S01831,U0473,P034,—,$17.84,2024-06-09,ebook
S01832,U0660,P044,N012,$95.84,2024-08-06,coaching
S01833,U0116,P027,N015,$51.77,2024-10-13,coaching
S01834,U0284,P050,—,$17.42,2024-03-12,ebook
S01835,U0394,P020,—,$50.47,2024-10-24,meal_plan
S01836,U0921,P009,N020,$103.33,2024-10-16,coaching
S01837,U0993,P004,—,$73.34,2024-07-20,supplement
S01838,U0042,P043,—,$9.12,2024-09-22,ebook
S01839,U0764,P004,N003,$54.47,2024-11-28,coaching
S01840,U0369,P039,—,$10.95,2024-05-28,ebook
S01841,U0389,P045,N011,$135.43,2024-03-03,coaching
S01842,U0755,P044,—,$39.43,2024-01-28,meal_plan
S01843,U0920,P034,—,$24.77,2024-09-10,meal_plan
S01844,U0955,P044,—,$21.79,2024-03-20,ebook
S01845,U0575,P020,—,$23.38,2024-01-04,ebook
S01846,U0352,P040,—,$46.51,2024-02-28,meal_plan
S01847,U0790,P010,—,$21.08,2024-03-02,ebook
S01848,U0249,P016,N007,$59.36,2024-01-13,coaching
S01849,U0559,P029,—,$34.63,2024-03-03,meal_plan
S01850,U0355,P031,—,$28.65,2024-04-30,ebook
S01851,U0656,P035,—,$29.41,2024-11-09,meal_plan
S01852,U0240,P043,—,$43.69,2024-08-09,meal_plan
S01853,U0190,P002,—,$12.70,2024-12-02,ebook
S01854,U0920,P033,—,$23.83,2024-10-06,ebook
S01855,U0095,P031,—,$14.80,2024-12-07,ebook
S01856,U0499,P038,—,$18.86,2024-12-07,ebook
S01857,U0218,P025,—,$22.95,2024-02-24,ebook
S01858,U0037,P028,N005,$51.80,2024-08-22,coaching
S01859,U0034,P025,—,$9.22,2024-06-04,ebook
S01860,U0173,P042,—,$26.86,2024-11-13,ebook
S01861,U0873,P023,N005,$95.79,2024-08-22,coaching
S01862,U0277,P011,—,$16.15,2024-09-14,ebook
S01863,U0954,P046,—,$19.50,2024-09-19,ebook
S01864,U0581,P042,—,$12.03,2024-12-01,ebook
S01865,U0429,P022,—,$37.38,2024-03-12,meal_plan
S01866,U0579,P049,—,$22.17,2024-07-20,ebook
S01867,U0512,P042,—,$18.67,2024-08-29,ebook
S01868,U0761,P012,—,$42.04,2024-09-16,meal_plan
S01869,U0277,P034,—,$29.37,2024-12-23,meal_plan
S01870,U0349,P038,—,$15.96,2024-11-12,ebook
